formula_pretty,formation_energy_per_atom,volume_per_atom,mean MeltingT,mean CovalentRadius,range Electronegativity,mean Electronegativity,mean NpValence,mean NdValence,range Polarizability,mean Polarizability
Ca2Ga7Ag,-0.422191242,19.77657507,558.53,135.1,0.93,1.66,0.7,8,18.74333333,11.52966667
CaSnPd,-0.806151604,22.71910068,1149.376667,151.3333333,1.2,1.72,0.666666667,6.666666667,20.93333333,12.53111111
CuHgPd2,1.678191949,220.5340875,1312.0475,135.5,0.3,2.075,0,10,1.35,5.2775
LiMg2Hg,-0.241065379,18.89837517,633.5025,135.5,1.02,1.4,0,2.5,18.975,12.80708333
Li2TlHg,-0.334091933,19.14466421,429.675,133.25,1.02,1.395,0.25,5,18.975,15.395
LiHgPd2,-0.352852471,15.93297498,1086.0275,134.5,1.22,1.845,0,7.5,19.535,9.82375
Ca2HgPb,-0.596072753,28.65515259,766.2325,157.5,1.33,1.5825,0.5,5,20.37333333,15.95541667
LiCdHg2,-0.21375085,20.58890235,379.1375,134,1.02,1.6675,0,7.5,18.975,10.59375
Ca2SnHg,-0.659526857,28.05436254,742.35,155.75,1,1.49,0.5,5,20.37333333,15.97166667
Ca2TlHg,-0.566957682,27.64194461,760.33,157.25,1,1.405,0.25,5,20.37333333,16.09416667
Sr(SnHg)2,-0.338039203,28.46156857,505.76,147.4,1.05,1.774,0.8,8,20.19,10.078
AgHgPd2,-0.139443914,16.8710706,1281.3375,138.75,0.27,2.0825,0,10,2.19,5.4875
Li2HgAu,-0.474955248,15.98210264,619.7575,131,1.56,1.625,0,5,18.975,14.9575
Sr2HgPb,-0.597141416,33.30856735,733.7325,167,1.38,1.5575,0.5,5,20.19,15.86375
Mg2NiRh,-0.33189341,14.14474894,1452.75,137,0.97,1.7025,0,4,3.966666667,9.233333333
LiInRh2,-0.343516732,14.81118682,1339.36,138.5,1.3,1.83,0.25,6.5,15.735,12.79625
Al3ZnNi12,-0.353053207,11.35917926,1514.318125,123.3125,0.3,1.8375,0.1875,6.625,0.983333333,6.738541667
LiGa2Ni,-0.393997692,12.42135326,696.8775,124,0.93,1.6275,0.5,7,17.535,11.84375
ZnCu2Ni,-0.122425328,11.50756869,1284.055,127.5,0.26,1.84,0,9.5,0.983333333,6.229166667
Ca3MgNi14,-0.14136561,14.31090301,1581.111111,133.6111111,0.91,1.725,0,6.222222222,18.93333333,10.17592593
CaMgNi4,-0.193812554,13.95221006,1491.666667,135.5,0.91,1.658333333,0,5.333333333,18.93333333,10.61666667
MgCuPb,-0.009511432,21.85895536,960.46,139.6666667,1.02,1.846666667,0.666666667,6.666666667,4.616666667,7.970555556
CuSnPd2,-0.323755741,15.8392151,1379.7375,137.25,0.3,2.065,0.5,10,2.26,5.7025
Mg14CuBi,0.026657314,22.41593987,926.510625,140.875,0.71,1.39125,0.1875,1.25,10.36666667,9.830208333
CuNiPd,0.036541377,12.96803988,1637.94,131.6666667,0.3,2.003333333,0,9.333333333,2,5.916666667
Sr2CuPt,-0.396272736,25.92218964,1374.7925,164.5,1.33,1.52,0,4.75,19.4,15.9375
CaMg6Cu,0.046848446,23.16577471,1001.34625,144.25,0.9,1.345,0,1.25,19.58333333,12.06041667
Mg6AlCu,0.058117517,19.77737847,978.655,137.375,0.59,1.42125,0.125,1.25,4.616666667,9.69375
Mg6AlCu,0.058470533,19.70699906,978.655,137.375,0.59,1.42125,0.125,1.25,4.616666667,9.69375
CaMg6Cu,0.052212533,22.95129762,1001.34625,144.25,0.9,1.345,0,1.25,19.58333333,12.06041667
Mg6CuBi,0.043662346,22.07531421,930.02125,140.75,0.71,1.4725,0.375,2.5,10.36666667,8.89375
Ga5Ir3,-0.327689374,16.35742991,1216.44375,129.125,0.39,1.95625,0.625,8.875,0.52,7.925
IrPb,0.246276622,21.6547481,1669.805,143.5,0.13,2.265,1,8.5,0.605,7.2975
Sr4Ir,0.192290912,48.73801736,1387.8,184.2,1.25,1.2,0,1.4,17.95,21.96
AgIr,0.356743557,16.10864678,1986.965,143,0.27,2.065,0,8.5,0.61,7.295
Ca4Ir,0.128384776,39.37223998,1439.8,169,1.2,1.24,0,1.4,18.13333333,22.10666667
Ir3Pb,0.446325133,16.632455,2204.4025,142.25,0.13,2.2325,0.5,7.75,0.605,7.44875
Hg3Ir,0.459668581,19.82617999,860.49,134.25,0.2,2.05,0,9.25,2.24,5.92
Ir3Pb,0.461117075,16.63811541,2204.4025,142.25,0.13,2.2325,0.5,7.75,0.605,7.44875
Tl3Ir,0.522891525,23.9605929,1117.5,144,0.58,1.765,0.75,9.25,0.05,7.5625
Na3Ir,0.52946465,21.4301146,962.9025,159.75,1.27,1.2475,0,1.75,16.51,19.9825
Tl3Ir,0.540015194,23.57346884,1117.5,144,0.58,1.765,0.75,9.25,0.05,7.5625
LiZn2Ir,-0.383764919,13.38767116,1144.5125,128.25,1.22,1.62,0,6.75,18.51833333,10.89208333
LiMg2Hg,-0.241065379,18.89837517,633.5025,135.5,1.02,1.4,0,2.5,18.975,12.80708333
LiCdHg2,-0.21375085,20.58890235,379.1375,134,1.02,1.6675,0,7.5,18.975,10.59375
LiCd2Pd,-0.386321438,17.13651182,867.545,138.75,1.22,1.64,0,7.5,19.535,10.94375
LiRh2Pb,-0.237758358,15.45549522,1382.075,139.5,1.35,1.9675,0.5,6.5,17.34,12.1325
LiCa2In,-0.383010117,28.71612501,778.36,155.5,0.8,1.19,0.25,2.5,16.08333333,21.36291667
LiCd2Ag,-0.208504015,18.21354972,719.265,140.25,0.95,1.5725,0,7.5,17.345,11.49125
Li2TlHg,-0.334091933,19.14466421,429.675,133.25,1.02,1.395,0.25,5,18.975,15.395
Sr21In8Pb7,-0.486010008,38.5020621,824.7852778,173.6944444,1.38,1.402777778,0.611111111,4.166666667,18.555,18.40875
BiPd6Pb,-0.263281956,17.1250864,1514.16375,141,0.31,2.19375,0.625,10,6.595,4.524375
Bi3Pt2Pb,-0.266112457,27.38208719,1052.768333,143.6666667,0.31,2.158333333,1.833333333,9.666666667,6.595,3.5325
BiPd2Pb,-0.275919304,21.20890194,1200.2775,143,0.31,2.1875,1.25,10,6.595,4.24875
BiPd2Pb,-0.275683046,21.20303226,1200.2775,143,0.31,2.1875,1.25,10,6.595,4.24875
Sr4Sn9Au7,-0.519045986,26.68241035,905.3515,149.15,1.59,1.961,0.9,8,19.75,10.317
SrTl2Cd,-0.248324067,29.35437506,699.555,157.25,0.74,1.47,0.5,7.5,18.23,11.9925
SrAl9Ni2,-0.372340576,18.10415972,1075.6025,127.6666667,0.96,1.605,0.75,1.333333333,18.75,8.3625
Sr3CaAg4,-0.270193016,31.11498071,1150.59,167.625,0.98,1.44625,0,5,18.74333333,16.29291667
Sr2CdAu3,-0.651086433,25.51765547,1117.701667,157,1.59,1.868333333,0,6.666666667,19.75,12.63666667
Sr2Al3In,-0.293060894,26.26850707,888.36,149.1666667,0.83,1.418333333,0.666666667,1.666666667,18.75,13.525
Sr2TlZn,-0.326309169,31.57405907,842.42,164.25,0.7,1.2925,0.25,5,19.73333333,16.11666667
Sr2ZnHg,-0.353059878,30.47156762,756.75,161,1.05,1.3875,0,5,20.19,15.56916667
Sr3In4Pb,-0.452926852,32.68439486,683.70125,162.375,1.38,1.5375,0.75,6.25,18.555,15.280625
SrAlIn,-0.336328537,27.78090823,804.4066667,152.6666667,0.83,1.446666667,0.666666667,3.333333333,18.75,14
SrCa3Ag4,-0.283145797,28.63733116,1166.84,162.875,0.98,1.45875,0,5,18.74333333,16.33875
Ca2TlCd,-0.392620111,28.2699222,850.305,160.25,0.69,1.3275,0.25,5,18.41333333,16.58416667
Sr2LiCd,-0.154782603,34.31107053,786.9775,165.5,0.74,1.1425,0,2.5,18.23,20.68875
Cd3InAu12,-0.147993433,18.16159979,1141.273125,137.875,0.85,2.333125,0.0625,10,3.85,6.325625
CaMgCd,-0.216574274,26.08390888,877.4066667,153.6666667,0.69,1.333333333,0,3.333333333,18.41333333,14.60666667
Mg16Al12Cd,-0.008496565,20.15379814,915.9951724,132.8275862,0.38,1.447241379,0.413793103,0.344827586,3.966666667,9.006436782
Ca11(Cd9Au2)2,-0.408541299,25.40843124,857.8872727,153.6969697,1.54,1.563030303,0,6.666666667,19.93333333,13.27353535
Li2TlCd,-0.267449943,18.94467054,519.65,136.25,0.71,1.3175,0.25,5,17.015,15.885
Mg6CdIn,-0.054545053,21.74639607,820.24625,141.5,0.47,1.41625,0.125,2.5,3.446666667,10.19625
Mg17Al11Cd,-0.006456784,20.41235201,915.6341379,133.5172414,0.38,1.436896552,0.379310345,0.344827586,3.966666667,9.143218391
Sr2CdHg,-0.406185551,32.24685767,732.135,166.5,1.05,1.3975,0,5,20.19,15.945
SrCdHg2,-0.360776324,26.28035923,528.215,150.75,1.05,1.66,0,7.5,20.19,10.8975
In(GaAu)2,-0.270310317,20.21951561,742.046,131.6,0.76,2.096,0.6,10,3.85,7.498
Sr2AgPt,-0.53065464,27.4690014,1344.0825,167.75,1.33,1.5275,0,4.75,19.05,16.1475
Sr(InAu)2,-0.536262628,24.85817204,916.832,150.2,1.59,1.918,0.4,8,19.75,11.29
LiInHg2,-0.211375268,21.76871365,338.02,133.5,1.02,1.69,0.25,7.5,18.975,11.17625
LiIn2Pt,-0.602446652,17.5067755,838.6475,137,1.3,1.705,0.5,7.25,17.835,12.53375
SrIn2Ir,-0.403157177,24.34565346,1162.125,155,1.25,1.6775,0.5,6.75,17.95,13.1125
LiInPd2,-0.612904544,15.60250699,1134.885,137,1.22,1.79,0.25,7.5,19.535,10.89625
Sr5(InBi3)2,-0.660296807,36.34605042,721.2230769,165.1538462,1.07,1.571538462,1.538461538,6.153846154,25.15,11.49615385
LiCdHg2,-0.21375085,20.58890235,379.1375,134,1.02,1.6675,0,7.5,18.975,10.59375
Li2CdSn,-0.311749965,18.56410484,501.67,134.75,0.98,1.4025,0.5,5,17.275,15.7625
Sr2TlCd,-0.377497783,33.12658687,817.805,169.75,0.74,1.3025,0.25,5,18.23,16.4925
SrCdPb,-0.394929002,30.93631365,748.2766667,161.6666667,1.38,1.656666667,0.666666667,6.666666667,18.555,13.28833333
CdRh2Pb,-0.06159963,17.97725698,1417.2075,143.5,0.64,2.145,0.5,9,1.605,7.87875
Li2CdAu,-0.435236238,15.62425123,709.7325,134,1.56,1.5475,0,5,18.535,15.4475
SrCdBi2,-0.445717194,31.89190227,683.255,158.75,1.07,1.67,1.5,7.5,25.15,8.4175
CaCdSn,-0.487043261,26.58681412,738.1,153,0.96,1.55,0.666666667,6.666666667,18.67333333,13.37111111
LiCdPd2,-0.436040726,15.50420304,1176.0025,137.5,1.22,1.7675,0,7.5,19.535,10.31375
CdAgPd2,-0.246434973,16.56001765,1371.3125,141.75,0.51,2.005,0,10,2.52,5.9775
LiMg2Cd,-0.136248556,19.66210783,723.4775,138.5,0.71,1.3225,0,2.5,17.015,13.29708333
LiCaRh,0.061849753,19.95692175,1268.563333,148.6666667,1.3,1.42,0,2.666666667,17.13333333,19.55611111
Li3Cd,-0.075670953,20.31935101,488.8225,132,0.71,1.1575,0,2.5,17.015,20.08125
LiAu,-0.425612903,16.13169956,895.51,132,1.56,1.76,0,5,18.535,15.0675
LiAl,-0.061583991,19.31802795,693.58,124.5,0.63,1.295,0.5,0,17.535,15.5675
LiTl,-0.07944834,25.22295272,515.345,136.5,0.64,1.3,0.5,5,16.785,15.9425
Li2Cd,-0.025924815,21.40829296,500.5333333,133.3333333,0.71,1.216666667,0,3.333333333,17.015,18.66333333
LiIn2,-0.068373335,24.07746558,437.73,137.3333333,0.8,1.513333333,0.666666667,6.666666667,14.685,14.545
LiGa2,-0.087895124,19.47717278,353.17,124,0.83,1.533333333,0.666666667,6.666666667,16.215,13.525
Ga3Pt,-0.152738736,16.81679788,737.5325,125.5,0.47,1.9275,0.75,9.75,1.62,7.715
Ga3Pt,-0.148788494,17.1070491,737.5325,125.5,0.47,1.9275,0.75,9.75,1.62,7.715
MgGa2,0.306815435,25.81201851,509.6066667,128.3333333,0.5,1.643333333,0.666666667,6.666666667,2.646666667,9.002222222
MgGa,0.296735011,27.85109068,612.955,131.5,0.5,1.56,0.5,5,2.646666667,9.443333333
MgGa,0.531046439,31.62220322,612.955,131.5,0.5,1.56,0.5,5,2.646666667,9.443333333
MgGa,0.551820539,31.07998238,612.955,131.5,0.5,1.56,0.5,5,2.646666667,9.443333333
ZnCuPd2,-0.40425255,13.55537302,1426.6375,133,0.55,1.9875,0,10,1.35,5.391666667
Li2CuSn,-0.325861523,15.17895212,692.5575,131.75,0.98,1.455,0.5,5,18.185,15.47
SrCuSn2,-0.423042465,25.50463672,854.4825,151.25,1.01,1.6925,1,7.5,19.4,11.455
MgGaCu,-0.163937179,15.44633769,861.2266667,131.6666667,0.59,1.673333333,0.333333333,6.666666667,4.616666667,8.345555556
Zn2CuAu,-0.155826837,14.14895923,1020.115,128,0.89,1.935,0,10,0.35,5.895833333
SrCa(Ni2Sn)4,-0.329771816,17.02466257,1286.38,137.0714286,1.01,1.790714286,0.571428571,7.428571429,18.93333333,9.565952381
Sr(AlPb)2,-0.126218784,29.34032193,823.632,145.8,1.38,1.766,1.2,4,18.75,10.628
Ca4Rh6Pb19,-0.002562337,30.13115528,1010.123793,149.3103448,1.33,2.136206897,1.310344828,8.206896552,18.73833333,9.911666667
Sr2LiPd,0.949798612,355.8800006,1095.435,164.25,1.25,1.27,0,2.5,20.75,20.05875
Cd2AgPd,1.064235392,249.4972409,1062.855,143,0.51,1.8775,0,10,2.52,6.6075
Sr2AgPd,0.866641442,359.5464789,1290.745,168.5,1.25,1.5075,0,5,20.75,15.7225
CaHg2Pd,0.881712869,330.3975043,852.9225,144.75,1.2,1.8,0,7.5,20.93333333,10.31333333
HgPd2Pb,1.133206859,257.4157177,1122.7575,139,0.33,2.1825,0.5,10,2.195,5.48875
Sr2PdAu,0.659852018,326.4499364,1316.345,166.25,1.59,1.66,0,5,20.75,15.425
Sr2CuPd,1.049245883,292.8823189,1321.455,165.25,1.25,1.5,0,5,20.75,15.5125
Mg2HgPd,0.944032667,268.9164565,977.0925,138.25,0.89,1.705,0,5,5.966666667,7.923333333
LiCa2Pd,1.027646773,306.7907577,1127.935,154.75,1.22,1.295,0,2.5,20.93333333,20.15041667
Zn2AgPd,1.10713385,204.5417248,1112.085,132,0.55,1.8575,0,10,2.19,5.855833333
Ca2AgPd,0.944368755,310.6533716,1323.245,159,1.2,1.5325,0,5,20.93333333,15.81416667
Li2ZnPd,1.065332108,171.5762456,857.0275,129.25,1.22,1.4525,0,5,19.535,14.82166667
TlCdPd2,1.168484584,253.2424338,1206.83,141.75,0.58,1.9275,0.25,10,2.75,6.1175
Ca2HgPd,0.851777472,317.5184392,1073.0925,155.75,1.2,1.55,0,5,20.93333333,15.40666667
CdHgPd2,1.188650944,234.8703175,1121.16,138.5,0.51,2.0225,0,10,2.52,5.57
CdPdAu2,1.264322783,239.6058409,1274.2325,138.75,0.85,2.2425,0,10,2.52,5.93
NaAg2Pd,1.355082354,294.2504153,1167.195,148.75,1.27,1.7475,0,7.5,19.31,10.7225
Sr2PdPt,0.777662708,302.7029971,1492.3625,166.25,1.33,1.595,0,4.75,20.75,15.6
Mg2CdPd,1.084248265,275.6090923,1067.0675,141.25,0.89,1.6275,0,5,5.966666667,8.413333333
CaTlPd2,0.965424755,267.2341334,1337.025,149.75,1.2,1.755,0.25,7.5,20.93333333,10.72083333
CaPdAu2,0.862955801,280.5158627,1404.4275,146.75,1.54,2.07,0,7.5,20.93333333,10.53333333
MgZn2Pd,1.110154064,234.0217296,1034.1025,131,0.89,1.7025,0,7.5,5.966666667,6.8
LiBi2Pd,1.170789814,250.0833785,842.635,140.75,1.22,1.805,1.5,7.5,23.935,7.48375
CaHgPd2,1.001583749,272.7230671,1251.355,146.5,1.2,1.85,0,7.5,20.93333333,10.17333333
Ca2CuPd,1.121868406,270.6490999,1353.955,155.75,1.2,1.525,0,5,20.93333333,15.60416667
Li2CuPd,1.285461217,182.9275253,1023.3,131.75,1.22,1.515,0,5,19.535,14.905
Ga2CuPd,1.175157653,168.4602958,947.91,128.75,0.39,1.93,0.5,10,3.32,6.7975
CdPd2Pb,1.233396858,256.90483,1212.7325,142,0.64,2.105,0.5,10,2.52,5.97875
NaCdPd2,1.343180542,251.8762668,1155.2975,147,1.27,1.755,0,7.5,19.31,10.2575
LiPdPb2,1.277497754,263.8004888,870.74,139.75,1.35,1.96,1,7.5,19.535,10.78125
Ca2ZnPd,1.063223065,298.9732952,1187.6825,153.25,1.2,1.4625,0,5,20.93333333,15.52083333
NaInPd2,1.163835004,245.995488,1114.18,146.5,1.27,1.7775,0.25,7.5,19.31,10.84
Mg2AgPd,1.106520765,240.0629738,1227.245,141.5,0.89,1.6875,0,5,5.966666667,8.330833333
Zn2CuPd,1.2628409,161.4838946,1142.795,128.75,0.55,1.85,0,10,1.35,5.645833333
Ca2PdPt,0.774741901,262.6699715,1524.8625,156.75,1.28,1.62,0,4.75,20.93333333,15.69166667
CdGaPd2,1.101213966,218.0669036,1138.3075,136,0.51,1.975,0.25,10,3.32,6.26
In2PdPt,1.041234611,205.5100234,1182.2375,139.75,0.5,2.01,0.5,9.75,4.85,7.65
MgTlPd2,1.180739168,247.9602031,1289.025,141,0.89,1.8325,0.25,7.5,5.966666667,6.979166667
CdSnPd2,1.174848464,225.2145197,1188.85,140.25,0.51,2.0125,0.5,10,2.52,5.995
InGaPd2,1.024839625,220.9723636,1097.19,135.5,0.42,1.9975,0.5,10,4.85,6.8425
CaInPd2,0.949986907,276.6541174,1300.2125,149,1.2,1.795,0.25,7.5,20.93333333,11.24583333
TlAgPd2,1.474545597,252.8999406,1367.0075,142,0.58,1.9875,0.25,10,2.75,6.035
Mg2InPd,1.255959711,276.7340714,1025.95,140.75,0.89,1.65,0.25,5,5.966666667,8.995833333
NaZnPd2,1.332578602,246.4070009,1179.9125,141.5,1.27,1.745,0,7.5,19.31,9.881666667
ZnInPd2,1.170027303,223.8646937,1194.6325,135.5,0.55,1.9575,0.25,10,4.85,6.266666667
Pd2PbAu,1.491040409,251.902726,1398.51,140,0.34,2.3175,0.5,10,2.195,5.59875
NaBiPd2,1.401344362,247.0708782,1142.8425,148,1.27,1.8375,0.75,7.5,23.71,8.5275
Mg2CuPd,1.307216815,212.973456,1257.955,138.25,0.89,1.68,0,5,5.966666667,8.120833333
NaAgPd2,1.589206733,260.8452176,1315.475,147.25,1.27,1.815,0,7.5,19.31,10.175
NaSn2Pd3,-0.481674832,20.49070928,1144.196667,143.5,1.27,1.908333333,0.666666667,8.333333333,19.31,8.771666667
NaInSn2,-0.214260407,30.02897572,452.695,146.5,1.03,1.6575,1.25,7.5,17.05,11.97
Na2CdPb,-0.132594956,24.91574702,484.1425,155.5,1.4,1.47,0.5,5,17.115,15.63375
NaLi2Bi,-0.602806837,21.01878865,455.6625,142.5,1.09,1.2275,0.75,2.5,23.935,18.295
NaTl2Cd,-0.063544542,26.10032169,529.7725,150,0.76,1.465,0.5,7.5,16.79,11.6325
Mg6NiBi,0.027990123,21.53334889,976.3,139.75,0.71,1.47375,0.375,2.25,10.36666667,8.975
Li2MgBi,-0.268970265,22.56959845,593.695,136.25,1.04,1.3225,0.75,2.5,23.935,14.95916667
CaMg6Bi,-0.065459088,25.5401812,899.675,146.25,1.02,1.36,0.375,1.25,25.33333333,11.34166667
Mg6NiBi,0.042360734,21.11111431,976.3,139.75,0.71,1.47375,0.375,2.25,10.36666667,8.975
CaMg6Bi,-0.053247961,25.74578757,899.675,146.25,1.02,1.36,0.375,1.25,25.33333333,11.34166667
SrMg14Bi,0.054075766,25.13242107,907.275,144.8125,1.07,1.331875,0.1875,0.625,25.15,11.04270833
Na2HgPb,-0.23431649,29.37671142,394.1675,152.5,1.4,1.5475,0.5,5,18.75,15.14375
Mg16Al12Bi,0.033238346,20.56748437,914.2772414,132.9655172,0.71,1.45862069,0.517241379,0.344827586,10.36666667,8.767816092
Mg14SnBi,0.002345775,23.75156016,873.2175,141.3125,0.71,1.395,0.3125,1.25,10.36666667,9.887083333
LiMg14Bi,-0.011408415,23.19033902,870.005625,140.625,1.04,1.33375,0.1875,0.625,23.935,10.96677083
Mg14GaBi,0.01185,23.14844563,860.581875,140.25,0.71,1.385625,0.25,1.25,10.36666667,9.953333333
Mg14ZnBi,0.02324731,22.95524228,884.9425,140.25,0.71,1.375625,0.1875,1.25,10.36666667,9.809375
Mg14AlBi,0.035375667,23.22561946,899.991875,140.1875,0.71,1.373125,0.25,0.625,10.36666667,9.870833333
NaMg14Bi,0.016678189,23.66639649,864.829375,143,1.09,1.330625,0.1875,0.625,23.71,10.95270833
CaMg14Bi,-0.014885745,24.27077039,911.3375,143.625,1.02,1.335,0.1875,0.625,25.33333333,11.05416667
CaMg6Zn,0.021122082,23.83495841,918.21,143,0.65,1.31375,0,1.25,19.91666667,12.01875
CaMg6Zn,0.021134186,23.60930871,918.21,143,0.65,1.31375,0,1.25,19.91666667,12.01875
CaMg14Ni,0.053787001,22.50578335,985.3125,142.125,0.91,1.328125,0,0.5,18.93333333,11.45416667
Sr3Sn13Rh4,-0.514954345,24.0398962,933.202,148,1.33,1.8725,1.3,8.1,18.49,10.1415
Li2Sn2Au,-0.444321563,20.76562665,650.974,134,1.56,1.684,0.8,6,18.535,13.718
LiCaSn,-0.560958359,25.27422764,691.2566667,147.6666667,0.98,1.313333333,0.666666667,3.333333333,18.67333333,19.04277778
Sr11Ga4Sn3,-0.582311571,36.05783537,793.16,169.4444444,1.01,1.309444444,0.555555556,3.888888889,18.49,18.595
Sr11Al4Sn3,-0.460707002,36.78958597,933.2844444,169.2222222,1.01,1.265,0.555555556,1.666666667,18.75,18.30166667
Li2SnPb,-0.297700558,21.16408043,503.2675,135.25,1.35,1.5625,1,5,17.34,15.68125
LiSnPt2,-0.588494522,15.67213532,1260.3925,134.75,1.3,1.875,0.5,7,17.835,11.09875
Na10Sn4Au13,-0.389025712,22.26301381,856.0855556,147.5555556,1.61,1.857777778,0.296296296,6.296296296,18.31,12.76814815
AlRh3,-0.504825744,13.70862831,1911.1175,136.75,0.67,2.1125,0.25,6,1.8,8.15
LiAl,-0.121857678,18.59399606,693.58,124.5,0.63,1.295,0.5,0,17.535,15.5675
Mg13Al14,0.078594101,19.63652522,928.4288889,130.6296296,0.3,1.465555556,0.518518519,0,3.966666667,8.709876543
Al4Ni15,-0.269484964,11.63332637,1560.730526,123.3684211,0.3,1.846842105,0.210526316,6.315789474,0,6.8
MgAl,0.080017973,19.30411731,928.235,131,0.3,1.46,0.5,0,3.966666667,8.783333333
AlAg3,0.018319204,17.49157085,1159.565,139,0.32,1.85,0.25,7.5,0.19,6.9425
AlBi,0.09094328,33.52666664,738.935,134.5,0.41,1.815,2,5,6.4,3.6
Al3Cu,-0.063246902,15.10696212,1039.545,123.75,0.29,1.6825,0.75,2.5,0.65,6.6375
Sr3Al2,-0.078945959,36.73384083,1003.388,165.4,0.66,1.214,0.4,0,18.75,18.05
Al3Ir,-0.66822743,14.87882206,1384.8525,126,0.59,1.7575,0.75,1.75,0.8,7
MgAl3,0.092860189,18.01123352,930.8525,126,0.3,1.535,0.75,0,3.966666667,7.791666667
AlPt,-1.020283371,14.77396762,1487.435,128.5,0.67,1.945,0.5,4.5,0.3,6.65
AlCd3,0.115321273,21.48974133,679.0325,138.25,0.08,1.67,0.25,7.5,0.52,7.19
Mg2Al3,0.106014262,19.95253602,929.282,129,0.3,1.49,0.6,0,3.966666667,8.386666667
AlGa3,0.124630765,17.06842162,460.55,121.75,0.2,1.76,1,7.5,1.32,7.79
Sr2Al,-0.017279039,39.37537762,1011.156667,170.3333333,0.66,1.17,0.333333333,0,18.75,19.3
Al3Cd,0.136825238,18.54524159,848.6575,126.75,0.08,1.63,0.75,2.5,0.52,6.93
LiAl,-0.061583991,19.31802795,693.58,124.5,0.63,1.295,0.5,0,17.535,15.5675
AlAu,-0.270786313,16.75450743,1135.4,128.5,0.93,2.075,0.5,5,1,6.3
Al2Cu,-0.05815898,16.24196933,1074.903333,124.6666667,0.29,1.706666667,0.666666667,3.333333333,0.65,6.583333333
AlPb3,0.156096375,29.19524017,683.825,139.75,0.72,2.15,1.75,7.5,0.195,6.94625
LiGaAg2,-0.212278127,15.575201,806.615,135,0.95,1.6625,0.25,7.5,17.345,11.60875
CaGaPt,-0.919403423,19.87277032,1153.103333,144.6666667,1.28,1.696666667,0.333333333,6.333333333,19.23333333,13.45111111
GaCuRh2,-0.373037087,13.10550783,1533.67,134.5,0.47,2.0675,0.25,9,2.45,7.8675
Li2GaIr,-0.476742216,13.09926801,987.3225,129.75,1.22,1.4925,0.25,4.25,16.735,16.0975
Mg16Al12Ga,-0.013911659,20.01279307,905.95,132.0689655,0.5,1.45137931,0.448275862,0.344827586,3.966666667,9.034022989
CaAlGa,-0.466938088,21.64618639,783.7933333,139.6666667,0.81,1.473333333,0.666666667,3.333333333,18.93333333,13.55111111
GaCuNi2,-0.240820985,11.31345416,1279.17,125.5,0.1,1.8825,0.25,9,1.97,6.9675
Sr4GaSn3,-0.725299607,34.74078558,752.26875,164.875,1.01,1.43625,0.875,5,18.49,16.4375
Ga3Ni5Sn2,-0.326952853,14.69360081,1055.889,126.4,0.15,1.89,0.7,9,1.32,7.248
Mg16Al12Ga,-0.011764994,20.00754109,905.95,132.0689655,0.5,1.45137931,0.448275862,0.344827586,3.966666667,9.034022989
Na(GaAu2)2,-0.281743709,19.24856816,903.7157143,136.2857143,1.61,2.101428571,0.285714286,8.571428571,18.31,9.078571429
InNi2Sn,-0.209416386,17.01098766,1097.7075,132.25,0.18,1.89,0.75,9,2.85,7.5775
Ga3Ni12Sn,-0.257572415,11.80102948,1384.363125,124.5625,0.15,1.894375,0.3125,8.5,1.32,7.06375
ZnCuNi2,-0.120227037,11.18707197,1376.6125,125.5,0.26,1.8425,0,9,0.983333333,6.391666667
Cu2Sn2Pd,-0.067009525,18.64992688,1110.75,136.2,0.3,1.984,0.8,10,2.26,6.244
Al2Cu2Ni,-0.282570755,12.52607149,1262.096,126,0.3,1.786,0.4,5.6,0.65,6.54
NaMg6Cu,0.111339429,21.8072477,908.33,143,0.97,1.33625,0,1.25,17.96,11.8575
NaMg6Cu,0.11164519,21.81773695,908.33,143,0.97,1.33625,0,1.25,17.96,11.8575
SrMg6Cu,0.069766114,25.11787891,993.22125,146.625,0.95,1.33875,0,1.25,19.4,12.0375
SrMg6Cu,0.075518304,24.74649829,993.22125,146.625,0.95,1.33875,0,1.25,19.4,12.0375
LiAlAu,-0.435558562,15.25464159,908.1633333,128.3333333,1.56,1.71,0.333333333,3.333333333,18.535,12.31166667
ZnCu2Au,-0.004584145,14.41768474,1186.3875,130.5,0.89,1.9975,0,10,0.35,5.979166667
Sr2LiGa,-0.215302563,31.80661487,714.15,160,0.86,1.1725,0.25,2.5,17.43,20.88875
Au,0,18.14473805,1337.33,136,0,2.54,0,10,0,5.8
Au,0.002108505,17.65070869,1337.33,136,0,2.54,0,10,0,5.8
Au,0.0218847,18.20702597,1337.33,136,0,2.54,0,10,0,5.8
Au,0.1183815,19.54879063,1337.33,136,0,2.54,0,10,0,5.8
Mg4AlZn11,0.057260368,17.77765959,765.309375,126.6875,0.34,1.5625,0.0625,6.875,4.95,7.115625
Mg2Al4Zn3,0.089799852,19.34389683,850.88,125.7777778,0.34,1.556666667,0.444444444,3.333333333,4.95,7.353703704
AlGaNi6,-0.353029683,11.00923514,1450.5475,123.375,0.3,1.86,0.25,7.25,1.32,6.965
AlCuPt2,-0.75944912,13.75297867,1593.51,131.25,0.67,2.0175,0.25,7,0.65,6.4875
NaCaMg6,0.068453591,26.32479416,877.98375,148.5,0.38,1.22375,0,0,14.96666667,14.30541667
